乙酰半胱氨酸注射液|肝衰竭
阿司匹林维生素C咀嚼片|发热
阿司匹林维生素C咀嚼片|头痛
阿司匹林维生素C咀嚼片|周身酸痛
维生素B1 片|维生素B1缺乏
维生素B1 片|脚气病
维生素B1 片|Wernicke脑病
维生素B1 片|周围神经炎
维生素B1 片|消化不良
维生素B1 片|营养不良
维生素B1 片|甲状腺功能亢进
维生素B1 片|烧伤
维生素B1 片|血液透析
维生素B1 片|长期慢性感染
维生素B1 片|发热
维生素B1 片|重体力劳动
维生素B1 片|吸收不良综合征伴肝胆系统疾病
维生素B1 片|肝功能损害
维生素B1 片|酒精中毒伴肝硬化
维生素B1 片|小肠疾病
维生素B1 片|乳糜泻
维生素B1 片|热带口炎性腹泻
维生素B1 片|局限性肠炎
维生素B1 片|持续腹泻
维生素B1 片|急性坏死性脑脊髓病
维生素B1 片|支链氨基酸病
维生素B1 片|乳酸性酸中毒
维生素B1 片|间歇性小脑共济失调
果糖二磷酸钠注射液|冠心病
果糖二磷酸钠注射液|心绞痛
果糖二磷酸钠注射液|急性心肌梗死
果糖二磷酸钠注射液|心律失常
果糖二磷酸钠注射液|心力衰竭
果糖二磷酸钠注射液|心肌缺血
地高辛口服溶液|高血压
地高辛口服溶液|瓣膜性心脏病
地高辛口服溶液|先天性心脏病
地高辛口服溶液|急性心功能不全
地高辛口服溶液|慢性心功能不全
地高辛口服溶液|快速心室率
地高辛口服溶液|心房颤动
地高辛口服溶液|心功能不全
地高辛口服溶液|心房扑动
地高辛口服溶液|室上性心动过速
烟酸注射液|维生素PP缺乏症
烟酸注射液|血管痉挛
烟酸注射液|缺血性心脏病
烟酸注射液|心肌梗死
烟酸注射液|心绞痛
亚硫酸氢钠甲萘醌片|维生素K缺乏症
亚硫酸氢钠甲萘醌片|出血性疾病
亚硫酸氢钠甲萘醌片|新生儿出血
亚硫酸氢钠甲萘醌片|肠道吸收不良
亚硫酸氢钠甲萘醌片|低凝血酶原血症
四维葡萄糖散|维生素缺乏症
注射用前列地尔|心肌梗死
注射用前列地尔|血栓性脉管炎
注射用前列地尔|闭塞性动脉硬化
单硝酸异山梨酯氯化钠注射液|心绞痛
单硝酸异山梨酯氯化钠注射液|充血性心力衰竭
依达拉奉注射液|急性脑梗塞
依达拉奉注射液|神经症状
依达拉奉注射液|日常生活活动能力和功能障碍
人凝血酶原复合物|先天性获得性凝血因子缺乏症
人凝血酶原复合物|获得性凝血因子缺乏症
人凝血酶原复合物|乙型血友病
人凝血酶原复合物|维生素K缺乏症
人凝血酶原复合物|凝血机制紊乱
人凝血酶原复合物|出血
盐酸多巴胺注射液|心肌梗死
盐酸多巴胺注射液|创伤
盐酸多巴胺注射液|内毒素败血症
盐酸多巴胺注射液|心脏手术
盐酸多巴胺注射液|肾功能衰竭
盐酸多巴胺注射液|充血性心力衰竭
盐酸多巴胺注射液|休克综合征
盐酸多巴胺注射液|休克
盐酸多巴胺注射液|心功能不全
盐酸胺碘酮注射液|心律失常
盐酸胺碘酮注射液|房性心律失常
盐酸胺碘酮注射液|快速室性心律
盐酸胺碘酮注射液|预激综合症
盐酸胺碘酮注射液|心动过速
盐酸胺碘酮注射液|严重室性心律失常
奥扎格雷钠注射液|急性血栓性脑梗塞
奥扎格雷钠注射液|脑梗塞
奥扎格雷钠注射液|运动障碍
奥扎格雷钠注射液|蛛网膜下腔出血
奥扎格雷钠注射液|脑血管痉挛收缩
奥扎格雷钠注射液|脑缺血
硫酸奎尼丁片|心房颤动
硫酸奎尼丁片|心房扑动
盐酸多巴酚丁胺注射液|器质性心脏病
盐酸多巴酚丁胺注射液|心肌收缩力下降
盐酸多巴酚丁胺注射液|心力衰竭
盐酸多巴酚丁胺注射液|低排血量综合征
盐酸替罗非班氯化钠注射液|不稳定型心绞痛
盐酸替罗非班氯化钠注射液|非Q波心肌梗塞
盐酸替罗非班氯化钠注射液|心脏缺血
盐酸替罗非班氯化钠注射液|冠脉缺血综合征
盐酸替罗非班氯化钠注射液|冠脉突然闭塞
盐酸替罗非班氯化钠注射液|心脏缺血并发症
血液滤过置换液|慢性肾功能衰竭
血液滤过置换液|顽固性高血压
血液滤过置换液|心力衰竭者
血液滤过置换液|急性肾功能衰竭
血液滤过置换液|严重高容量血症
血液滤过置换液|急性肺水肿
血液滤过置换液|心血管功能不稳定
血液滤过置换液|低血压
三尖杉酯碱注射液|急性髓细胞性白血病
三尖杉酯碱注射液|骨髓增生异常综合征
三尖杉酯碱注射液|真性红细胞增多症
三尖杉酯碱注射液|慢性髓细胞性白血病
盐酸胺碘酮分散片|阵发室性心动过速
盐酸胺碘酮分散片|室颤
盐酸胺碘酮分散片|阵发性室上性心动过速
盐酸胺碘酮分散片|阵发心房扑动
盐酸胺碘酮分散片|心房颤动
盐酸胺碘酮分散片|预激综合征
盐酸胺碘酮分散片|持续心房颤动
盐酸胺碘酮分散片|心房扑动
环磷腺苷葡胺葡萄糖注射液|心力衰竭
环磷腺苷葡胺葡萄糖注射液|心肌炎
环磷腺苷葡胺葡萄糖注射液|病窦综合征
环磷腺苷葡胺葡萄糖注射液|冠心病
环磷腺苷葡胺葡萄糖注射液|心肌病
环磷腺苷葡胺葡萄糖注射液|心律失常
枸橼酸托烷司琼注射液|胃肠胀气
枸橼酸托烷司琼注射液|消化道疼痛
枸橼酸托烷司琼注射液|胃功能紊乱
枸橼酸托烷司琼注射液|肠功能紊乱
枸橼酸托烷司琼注射液|肠易激综合征
注射用盐酸胺碘酮|心律失常
注射用盐酸胺碘酮|房性心律失常
注射用盐酸胺碘酮|快速室性心律
注射用盐酸胺碘酮|预激综合症
注射用盐酸胺碘酮|心动过速
注射用盐酸胺碘酮|严重室性心律失常
马来酸曲美布汀缓释片|胃肠道运动功能紊乱
马来酸曲美布汀缓释片|食欲不振
马来酸曲美布汀缓释片|恶心
马来酸曲美布汀缓释片|呕吐
马来酸曲美布汀缓释片|嗳气
马来酸曲美布汀缓释片|腹胀
马来酸曲美布汀缓释片|腹鸣
马来酸曲美布汀缓释片|腹痛
马来酸曲美布汀缓释片|腹泻
马来酸曲美布汀缓释片|便秘
马来酸曲美布汀缓释片|肠道易激惹综合征
双氯芬酸钠盐酸利多卡因注射液|严重炎症
双氯芬酸钠盐酸利多卡因注射液|退行性风湿病
双氯芬酸钠盐酸利多卡因注射液|类风湿性关节炎
双氯芬酸钠盐酸利多卡因注射液|强直性脊椎炎
双氯芬酸钠盐酸利多卡因注射液|关节炎
双氯芬酸钠盐酸利多卡因注射液|脊椎关节病
双氯芬酸钠盐酸利多卡因注射液|疼痛性脊椎综合征
双氯芬酸钠盐酸利多卡因注射液|关节外的风湿病
双氯芬酸钠盐酸利多卡因注射液|急性痛风发作
双氯芬酸钠盐酸利多卡因注射液|肾绞痛
双氯芬酸钠盐酸利多卡因注射液|胆绞痛
双氯芬酸钠盐酸利多卡因注射液|损伤疼痛
双氯芬酸钠盐酸利多卡因注射液|术疼痛
双氯芬酸钠盐酸利多卡因注射液|炎症
双氯芬酸钠盐酸利多卡因注射液|肿胀
氨酪酸氯化钠注射液|脑卒中后遗症
氨酪酸氯化钠注射液|脑动脉硬化症
氨酪酸氯化钠注射液|头部外伤后遗症
氨酪酸氯化钠注射液|一氧化碳中毒
氨酪酸氯化钠注射液|昏迷
氨酪酸氯化钠注射液|肝昏迷
司坦唑醇片|遗传性血管神经性水肿
司坦唑醇片|严重创伤
司坦唑醇片|慢性感染
司坦唑醇片|营养不良
葡萄糖注射液|蛋白质消化和吸收障碍
葡萄糖注射液|蛋白质摄取量不足
葡萄糖注射液|蛋白质消耗过多
葡萄糖注射液|轻度营养不良
氨肽素硫酸锌片|小儿食欲不振
氨肽素硫酸锌片|偏食
氨肽素硫酸锌片|厌食
氨肽素硫酸锌片|缺锌
氨肽素硫酸锌片|侏儒症
注射用盐酸川芎嗪|缺血性脑血管病
注射用盐酸川芎嗪|脑供血不全
注射用盐酸川芎嗪|脑血栓
注射用盐酸川芎嗪|脑栓塞
注射用盐酸川芎嗪|冠状动脉粥样硬化性心脏病
注射用盐酸川芎嗪|脉管炎
依替巴肽注射液|急性冠状动脉综合症
依替巴肽注射液|不稳定型心绞痛
依替巴肽注射液|非ST段抬高性心肌梗死
注射用硝酸异山梨酯|急性心梗
注射用硝酸异山梨酯|左心室衰竭
注射用硝酸异山梨酯|严重心绞痛
注射用硝酸异山梨酯|不稳定型心绞痛
毒毛花苷K注射液|急性充血性心力衰竭
毒毛花苷K注射液|心房颤动
毒毛花苷K注射液|急性心力衰竭患者
硝酸甘油氯化钠注射液|急性心肌梗塞
硝酸甘油氯化钠注射液|隐匿性充血性心力衰竭
米力农葡萄糖注射液|急性顽固性充血性心力衰竭
米力农葡萄糖注射液|慢性顽固性充血性心力衰竭
硝酸异山梨酯氯化钠注射液|心绞痛
硝酸异山梨酯氯化钠注射液|充血性心力衰竭
长春西汀氯化钠注射液|脑梗塞后遗症
长春西汀氯化钠注射液|脑出血后遗症
长春西汀氯化钠注射液|脑动脉硬化症
盐酸吡硫醇氯化钠注射液|脑外伤后遗症
盐酸吡硫醇氯化钠注射液|脑炎
盐酸吡硫醇氯化钠注射液|脑膜炎后遗症
盐酸吡硫醇氯化钠注射液|头晕
盐酸吡硫醇氯化钠注射液|胀痛
盐酸吡硫醇氯化钠注射液|失眠
盐酸吡硫醇氯化钠注射液|记忆力减退
盐酸吡硫醇氯化钠注射液|注意力不集中
盐酸吡硫醇氯化钠注射液|情绪变化
盐酸吡硫醇氯化钠注射液|脑动脉硬化
盐酸吡硫醇氯化钠注射液|老年痴呆性精神症状
盐酸吡硫醇注射液|脑外伤后遗症
盐酸吡硫醇注射液|脑炎
盐酸吡硫醇注射液|脑膜炎后遗症
盐酸吡硫醇注射液|头晕
盐酸吡硫醇注射液|胀痛
盐酸吡硫醇注射液|失眠
盐酸吡硫醇注射液|记忆力减退
盐酸吡硫醇注射液|注意力不集中
盐酸吡硫醇注射液|情绪变化
盐酸吡硫醇注射液|脑动脉硬化
盐酸吡硫醇注射液|老年痴呆性精神症状
杏芎氯化钠注射液|缺血性心脑血管疾病
杏芎氯化钠注射液|脑供血不足
杏芎氯化钠注射液|脑血栓形成
杏芎氯化钠注射液|脑栓塞
杏芎氯化钠注射液|脑血管痉挛
杏芎氯化钠注射液|脑功能不全
杏芎氯化钠注射液|老年性痴呆
杏芎氯化钠注射液|帕金森氏综合症
杏芎氯化钠注射液|脑中风
杏芎氯化钠注射液|高血压
杏芎氯化钠注射液|高血脂
杏芎氯化钠注射液|动脉硬化
杏芎氯化钠注射液|冠心病
杏芎氯化钠注射液|心绞痛
杏芎氯化钠注射液|心肌梗塞
杏芎氯化钠注射液|肝纤维化
杏芎氯化钠注射液|糖尿病
杏芎氯化钠注射液|微循环病变
杏芎氯化钠注射液|脉管炎
琥珀酰明胶注射液|低血容量性休克
琥珀酰明胶注射液|手术创伤
琥珀酰明胶注射液|烧伤
琥珀酰明胶注射液|感染
琥珀酰明胶注射液|血液稀释
琥珀酰明胶注射液|低血压
重酒石酸去甲肾上腺素注射液|急性心肌梗死
重酒石酸去甲肾上腺素注射液|低血压
重酒石酸去甲肾上腺素注射液|血容量不足
重酒石酸去甲肾上腺素注射液|休克
重酒石酸去甲肾上腺素注射液|嗜铬细胞瘤
秦归活络口服液|急性期缺血性中风
秦归活络口服液|中经络
秦归活络口服液|风热瘀血
秦归活络口服液|痹阻脉络
秦归活络口服液|舌强言蹇
秦归活络口服液|舌质暗红或有瘀斑
秦归活络口服液|苔黄
依诺肝素钠注射液|静脉栓塞性疾病
依诺肝素钠注射液|静脉内血栓
依诺肝素钠注射液|深静脉血栓形成
依诺肝素钠注射液|急性不稳定性心绞痛
依诺肝素钠注射液|非Q波心肌梗死
环磷腺苷葡萄糖注射液|心绞痛
环磷腺苷葡萄糖注射液|心肌梗死
环磷腺苷葡萄糖注射液|心肌炎
环磷腺苷葡萄糖注射液|心源性休克
环磷腺苷葡萄糖注射液|风湿性心脏病
环磷腺苷葡萄糖注射液|急性白血病
环磷腺苷葡萄糖注射液|慢性支气管炎
环磷腺苷葡萄糖注射液|银屑病
注射用还原型谷胱甘肽钠|低氧血症
注射用还原型谷胱甘肽钠|急性贫血
注射用还原型谷胱甘肽钠|成人呼吸窘迫综合症
注射用还原型谷胱甘肽钠|败血症
注射用还原型谷胱甘肽钠|肝脏损害
注射用还原型谷胱甘肽钠|有机磷中毒
注射用还原型谷胱甘肽钠|胺基化合物中毒
注射用还原型谷胱甘肽钠|硝基化合物中毒
重组人血小板生成素注射液|实体瘤
重组人血小板生成素注射液|血小板减少症
复方龙胆碳酸氢钠片|胃酸过多
复方龙胆碳酸氢钠片|食欲缺乏
复方龙胆碳酸氢钠片|消化不良
复方雷尼替丁片|慢性胃炎
复方雷尼替丁片|胃酸过多
复方雷尼替丁片|胃痛
复方雷尼替丁片|胃灼热感
复方雷尼替丁片|反酸
阿司匹林分散片|轻度疼痛
阿司匹林分散片|中度疼痛
阿司匹林分散片|头痛
阿司匹林分散片|牙痛
阿司匹林分散片|神经痛
阿司匹林分散片|肌肉痛
阿司匹林分散片|月经痛
阿司匹林分散片|感冒
阿司匹林分散片|流感
阿司匹林分散片|风湿热
阿司匹林分散片|风湿性关节炎
阿司匹林分散片|类风湿关节炎
阿司匹林分散片|骨关节炎
阿司匹林分散片|强直性脊柱炎
阿司匹林分散片|幼年型关节炎
阿司匹林分散片|一过性脑缺血
阿司匹林分散片|心肌梗死
阿司匹林分散片|心房颤动
阿司匹林分散片|血栓
阿司匹林分散片|不稳定型心绞痛
阿司匹林分散片|川崎病
复方氨酚苯海拉明片|伤风
复方氨酚苯海拉明片|感冒
复方氨酚苯海拉明片|发热﹑头痛﹑鼻塞
复方氨酚苯海拉明片|流涕﹑喷嚏﹑肌肉酸痛
复方氨酚苯海拉明片|咳喘
小儿复方阿司匹林片|发热
小儿复方阿司匹林片|头痛
小儿复方阿司匹林片|感冒
盐酸布桂嗪|偏头痛
盐酸布桂嗪|三叉神经痛
盐酸布桂嗪|牙痛
盐酸布桂嗪|炎症性疼痛
盐酸布桂嗪|神经痛
盐酸布桂嗪|月经痛
盐酸布桂嗪|关节痛
盐酸布桂嗪|外伤性疼痛
盐酸布桂嗪|手术后疼痛
盐酸布桂嗪|癌症痛
复方普萘洛尔咖啡因片|典型偏头痛
复方普萘洛尔咖啡因片|非典型性偏头痛
复方普萘洛尔咖啡因片|偏头痛
合成天麻素片|神经衰弱﹑头痛﹑偏头痛
复方水杨酸甲酯薄荷脑油|头痛
复方水杨酸甲酯薄荷脑油|关节痛
复方水杨酸甲酯薄荷脑油|风湿骨痛
地西泮注射液|焦虑
地西泮注射液|癫痫
地西泮注射液|惊厥
地西泮注射液|炎症
地西泮注射液|反射性肌肉痉挛
地西泮注射液|惊恐症
地西泮注射液|肌紧张性头痛
地西泮注射液|家族性震颤
地西泮注射液|老年性震颤
地西泮注射液|特发性震颤
布洛芬咀嚼片|中度疼痛
布洛芬咀嚼片|关节痛
布洛芬咀嚼片|神经痛
布洛芬咀嚼片|肌肉痛
布洛芬咀嚼片|偏头痛
布洛芬咀嚼片|头痛
布洛芬咀嚼片|牙痛
布洛芬咀嚼片|普通感冒
布洛芬咀嚼片|流行性感冒
布洛芬咀嚼片|发热
复方磷酸可待因片|偏头痛﹑头痛﹑牙痛﹑痛经
复方磷酸可待因片|肌肉痛
复方磷酸可待因片|癌性疼痛
复方磷酸可待因片|发热
复方磷酸可待因片|感冒
复方磷酸可待因片|严重头痛﹑肌肉酸痛
复方阿司匹林片|发热
复方阿司匹林片|头痛
复方阿司匹林片|神经痛
复方阿司匹林片|牙痛
复方阿司匹林片|月经痛
复方阿司匹林片|肌肉痛
复方阿司匹林片|关节痛
齿痛冰硼散|牙痛
齿痛冰硼散|火热内闭
齿痛冰硼散|牙龈肿痛
齿痛冰硼散|口舌生疮
注射用马来酸阿奇霉素|社区获得性肺炎
注射用马来酸阿奇霉素|盆腔炎
复方银花解毒颗粒|普通感冒
复方银花解毒颗粒|流行性感冒
复方银花解毒颗粒|风热
复方银花解毒颗粒|发热
复方银花解毒颗粒|微恶风
复方银花解毒颗粒|鼻塞
复方银花解毒颗粒|流涕
复方银花解毒颗粒|咳嗽
复方银花解毒颗粒|咽痛
复方银花解毒颗粒|头痛
复方银花解毒颗粒|全身酸痛
复方银花解毒颗粒|苔薄白或微黄
氨苄西林丙磺舒分散片|呼吸道感染
氨苄西林丙磺舒分散片|上呼吸道感染
氨苄西林丙磺舒分散片|细菌性肺炎
氨苄西林丙磺舒分散片|支气管炎
氨苄西林丙磺舒分散片|泌尿系统感染
氨苄西林丙磺舒分散片|膀胱炎
氨苄西林丙磺舒分散片|尿道炎
氨苄西林丙磺舒分散片|肾盂肾炎
氨苄西林丙磺舒分散片|前列腺炎
氨苄西林丙磺舒分散片|消化道感染
氨苄西林丙磺舒分散片|细菌性痢疾
氨苄西林丙磺舒分散片|耳鼻喉感染
氨苄西林丙磺舒分散片|急性咽炎
氨苄西林丙磺舒分散片|扁桃体炎
氨苄西林丙磺舒分散片|中耳炎
氨苄西林丙磺舒分散片|鼻窦炎
氨苄西林丙磺舒分散片|皮肤软组织感染
氨苄西林丙磺舒分散片|淋病
复方忍冬藤阿司匹林片|普通感冒
复方忍冬藤阿司匹林片|流行性感冒
复方忍冬藤阿司匹林片|发热
复方忍冬藤阿司匹林片|头痛
复方忍冬藤阿司匹林片|四肢酸痛
复方忍冬藤阿司匹林片|流鼻涕
复方忍冬藤阿司匹林片|打喷嚏
复方忍冬藤阿司匹林片|咽痛
脂康颗粒|肝肾阴虚挟瘀
脂康颗粒|高脂血症
脂康颗粒|头晕
脂康颗粒|头胀
脂康颗粒|头痛
脂康颗粒|耳鸣
脂康颗粒|眼花
脂康颗粒|腰膝酸软
脂康颗粒|手足心热
脂康颗粒|胸闷
脂康颗粒|口干
脂康颗粒|大便干结
乙肝养阴活血颗粒|肝肾阴虚
乙肝养阴活血颗粒|慢性肝炎
乙肝养阴活血颗粒|面色晦暗
乙肝养阴活血颗粒|头晕
乙肝养阴活血颗粒|耳鸣
乙肝养阴活血颗粒|五心烦热
乙肝养阴活血颗粒|腰腿酸软
乙肝养阴活血颗粒|齿鼻衄血
乙肝养阴活血颗粒|胁下痞块
乙肝养阴活血颗粒|赤缕红斑
乙肝养阴活血颗粒|舌质红
乙肝养阴活血颗粒|少苔
人凝血因子Ⅷ|血浆凝血因子Ⅷ缺乏性甲型血友病
人凝血因子Ⅷ|出血
避瘟散|头目眩晕
避瘟散|头痛
避瘟散|鼻塞
避瘟散|恶心
避瘟散|呕吐
避瘟散|晕动症
川芎茶调口服液|风邪
川芎茶调口服液|头痛
川芎茶调口服液|恶寒
川芎茶调口服液|发热
川芎茶调口服液|鼻塞
色甘酸钠滴鼻液|过敏性鼻炎
富马酸酮替芬鼻吸入气雾剂|过敏性鼻炎
苦参碱葡萄糖注射液|慢性肝炎
人免疫球蛋白|麻疹
人免疫球蛋白|传染性肝炎
人免疫球蛋白|严重细菌感染
人免疫球蛋白|严重病毒感染
碳酸氢钠注射液|化谢性酸中毒
碳酸氢钠注射液|严重肾脏病
碳酸氢钠注射液|循环衰竭
碳酸氢钠注射液|原发性乳酸性酸中毒
碳酸氢钠注射液|糖尿病 酮症酸中毒
碳酸氢钠注射液|尿酸性肾结石
碳酸氢钠注射液|胃酸过多
碳酸氢钠注射液|巴比妥类药物中毒
碳酸氢钠注射液|水杨酸类药物中毒
碳酸氢钠注射液|甲醇中毒
依托泊苷注射液|小细胞肺癌
依托泊苷注射液|恶性淋巴瘤
依托泊苷注射液|恶性生殖细胞瘤
依托泊苷注射液|白血病
依托泊苷注射液|对神经母细胞瘤
依托泊苷注射液|横纹肌肉瘤
依托泊苷注射液|卵巢癌
依托泊苷注射液|非小细胞肺癌
依托泊苷注射液|胃癌
拉西地平片|高血压
醋酸曲安奈德注射液|皮肤病
醋酸曲安奈德注射液|过敏性鼻炎
醋酸曲安奈德注射液|关节痛
醋酸曲安奈德注射液|支气管哮喘
醋酸曲安奈德注射液|肩周炎
醋酸曲安奈德注射液|腱鞘炎
醋酸曲安奈德注射液|滑膜炎
醋酸曲安奈德注射液|急性扭伤
醋酸曲安奈德注射液|类风湿性关节炎
退热清咽颗粒|急性上呼吸道感染
退热清咽颗粒|肺胃热盛
退热清咽颗粒|发热
退热清咽颗粒|头痛
退热清咽颗粒|咽痛
退热清咽颗粒|面赤
退热清咽颗粒|咳嗽
退热清咽颗粒|咯痰
退热清咽颗粒|口渴
退热清咽颗粒|溲黄
退热清咽颗粒|便秘
注射用哌拉西林钠舒巴坦钠|呼吸系统感染
注射用哌拉西林钠舒巴坦钠|急性支气管炎
注射用哌拉西林钠舒巴坦钠|肺炎
注射用哌拉西林钠舒巴坦钠|慢性支气管炎急性发作
注射用哌拉西林钠舒巴坦钠|支气管扩张合并感染
注射用哌拉西林钠舒巴坦钠|泌尿系统感染
注射用哌拉西林钠舒巴坦钠|单纯型泌尿系统感染
注射用哌拉西林钠舒巴坦钠|复杂型泌尿系统感染
活血止痛软胶囊|跌打损伤
活血止痛软胶囊|瘀血肿痛
痔血丸|内痔出血
痔血丸|外痔肿痛
四味土木香散|瘟病初期
四味土木香散|发冷
四味土木香散|发热
四味土木香散|头痛
四味土木香散|咳嗽
四味土木香散|咽喉肿痛
四味土木香散|胸胁作痛
异福酰胺片|结核病
乙肝益气解郁颗粒|肝郁脾虚
乙肝益气解郁颗粒|慢性肝炎
乙肝益气解郁颗粒|胁痛
乙肝益气解郁颗粒|腹胀
乙肝益气解郁颗粒|痞满
乙肝益气解郁颗粒|纳呆
乙肝益气解郁颗粒|身倦乏力
乙肝益气解郁颗粒|大便溏薄
乙肝益气解郁颗粒|舌质淡暗
乙肝益气解郁颗粒|舌体肿或有齿痕
乙肝益气解郁颗粒|舌苔薄白或白腻
氨甲苯酸葡萄糖注射液|出血
氨甲苯酸葡萄糖注射液|高纤溶出血
氨甲苯酸葡萄糖注射液|癌症
氨甲苯酸葡萄糖注射液|白血病
氨甲苯酸葡萄糖注射液|妇产科意外
氨甲苯酸葡萄糖注射液|严重肝病出血
复合磷酸氢钾注射液|低磷血症
蛇毒血凝酶注射液|出血
蛇毒血凝酶注射液|出血性疾病
盐酸曲马多注射液|癌症疼痛
盐酸曲马多注射液|骨折
盐酸曲马多注射液|术后疼痛
盐酸曲马多注射液|急性疼痛
盐酸曲马多注射液|慢性疼痛
注射用丁溴东莨菪碱|造影
注射用丁溴东莨菪碱|胃肠道痉挛
注射用丁溴东莨菪碱|胆绞痛
注射用丁溴东莨菪碱|胃肠道蠕动亢进
盐酸罂粟碱氯化钠注射液|脑血管痉挛
盐酸罂粟碱氯化钠注射液|心血管痉挛
盐酸罂粟碱氯化钠注射液|外周围血管痉挛
盐酸罂粟碱氯化钠注射液|缺血
盐酸罂粟碱氯化钠注射液|肾痉挛
盐酸罂粟碱氯化钠注射液|胆痉挛
盐酸罂粟碱氯化钠注射液|胃肠道痉挛
盐酸罂粟碱氯化钠注射液|内脏痉挛
注射用两性霉素B脂质体|深部真菌感染
盐酸氯雷他定片|季节性过敏鼻炎
盐酸氯雷他定片|特发性荨麻疹
复方氯丙那林鱼腥草素钠片|支气管哮喘
复方氯丙那林鱼腥草素钠片|喘息性支气管炎
甘草酸氯丙那林含片|支气管哮喘
氨茶碱氯化钠注射液|支气管哮喘
氨茶碱氯化钠注射液|慢性喘息性支气管炎
氨茶碱氯化钠注射液|慢性阻塞性肺病
氨茶碱氯化钠注射液|喘息
氨茶碱氯化钠注射液|心功能不全
氨茶碱氯化钠注射液|心源性哮喘
疏风解毒胶囊|急性上呼吸道感染
疏风解毒胶囊|风热
疏风解毒胶囊|发热
疏风解毒胶囊|恶风
疏风解毒胶囊|咽痛
疏风解毒胶囊|头痛
疏风解毒胶囊|鼻塞
疏风解毒胶囊|流浊涕
疏风解毒胶囊|咳嗽
多索茶碱注射液|支气管哮喘﹑喘息性慢性支气管炎
多索茶碱注射液|支气管痉挛
多索茶碱注射液|呼吸困难
安乃近氯丙嗪注射液|高热
安乃近氯丙嗪注射液|头痛
安乃近氯丙嗪注射液|偏头痛
安乃近氯丙嗪注射液|肌肉痛
安乃近氯丙嗪注射液|关节痛
安乃近氯丙嗪注射液|月经痛
复方青蒿安乃近片|发热
复方青蒿安乃近片|鼻塞
复方青蒿安乃近片|咽喉肿痛
复方青蒿安乃近片|咳嗽
复方青蒿安乃近片|四肢酸痛
复方青蒿安乃近片|流行性感冒
利福平滴眼液|沙眼﹑结膜炎﹑角膜炎
氟米龙滴眼液|外眼部炎症
氟米龙滴眼液|前眼部炎症性
氟米龙滴眼液|眼睑炎﹑结膜炎﹑角膜炎﹑巩膜炎﹑表层巩膜炎﹑虹膜炎﹑葡萄膜炎
氟米龙滴眼液|角膜炎
氟米龙滴眼液|巩膜炎
氟米龙滴眼液|春季结膜炎
氟米龙滴眼液|春季性结膜炎
氟米龙滴眼液|季节过敏性结膜炎
氟米龙滴眼液|白内障
氟米龙滴眼液|弓形体病性巩膜炎
氟米龙滴眼液|虹膜睫状体炎﹑葡萄膜炎﹑术后炎症
桂黄清热颗粒|外感风寒
桂黄清热颗粒|发热
桂黄清热颗粒|恶寒
桂黄清热颗粒|寒热俱重
桂黄清热颗粒|脉浮紧
桂黄清热颗粒|身疼痛
桂黄清热颗粒|不汗
桂黄清热颗粒|烦躁
桂黄清热颗粒|急性上呼吸道感染
桂黄清热颗粒|风寒表实
桂黄清热颗粒|郁热
复方双肼屈嗪片|肾型高血压
复方双肼屈嗪片|轻高血压
复方双肼屈嗪片|中度高血压
硝酸毛果芸香碱注射液|开角型青光眼
硝酸毛果芸香碱注射液|急性闭角型青光眼
硝酸毛果芸香碱注射液|慢性闭角型青光眼
硝酸毛果芸香碱注射液|先天性青光眼
硝酸毛果芸香碱注射液|继发性闭角型青光眼
硝酸毛果芸香碱注射液|缩瞳
硝酸毛果芸香碱注射液|阿托品类药物中毒
奥沙利铂甘露醇注射液|结肠癌转移
奥沙利铂甘露醇注射液|直肠癌转移
阿昔莫司分散片|高甘油三酯血症
阿昔莫司分散片|高胆固醇血症
阿昔莫司分散片|高甘油三酯合并高胆固醇血症
盐酸西替利嗪口腔崩解片|季节性过敏性鼻炎
盐酸西替利嗪口腔崩解片|常年性过敏性鼻炎
盐酸西替利嗪口腔崩解片|荨麻疹
盐酸西替利嗪口腔崩解片|皮肤瘙痒
酒石酸溴莫尼定滴眼液|开角型青光眼
酒石酸溴莫尼定滴眼液|高眼压症
固本丸|气阴两虚
固本丸|潮热
固本丸|咳嗽
固本丸|形体瘦弱
固本丸|自汗
固本丸|盗汗
固本丸|乏力
固本丸|病后津伤
三金颗粒|下焦湿热
三金颗粒|小便短赤
三金颗粒|淋沥涩痛
盐酸昂丹司琼注射液|恶心
盐酸昂丹司琼注射液|呕吐
注射用盐酸昂丹司琼|恶心
注射用盐酸昂丹司琼|呕吐
盐酸溴己新葡萄糖注射液|慢性支气管炎
盐酸溴己新葡萄糖注射液|哮喘
盐酸溴己新葡萄糖注射液|支气管扩张
盐酸溴己新葡萄糖注射液|矽肺
盐酸溴己新葡萄糖注射液|脓性痰
盐酸溴己新葡萄糖注射液|术后肺部并发症
盐酸溴己新葡萄糖注射液|呼吸窘迫综合症
清气化痰丸|痰热阻肺
清气化痰丸|咳嗽
清气化痰丸|痰多
清气化痰丸|痰黄稠黏
清气化痰丸|胸腹满闷
复方盐酸利多卡因注射液|麻醉
硫酸吗啡栓|创伤疼痛
硫酸吗啡栓|手术后疼痛
硫酸吗啡栓|烧伤
硫酸吗啡栓|剧痛
硫酸吗啡栓|心肌梗死
硫酸吗啡栓|心绞痛
硫酸吗啡栓|心源性哮喘
硫酸吗啡注射液|急性锐痛
